CountryName,OfficialName,Code,ISO3Code,UNCode,UNICEFCode,MDGRegion1,MDGRegion1excl,MDGRegion3,MDGRegion4,MDGRegion5,MDGRegion6,UNICEFProgRegion1,UNICEFProgRegion2,MENAEMRORegion,ECACountries,WHORegion1,WBRegion1,WBRegion2,WBRegion3,WBRegion4,WBRegion5,UNPDRegion1,UNPDRegion2,UNPDRegion4,UNPDRegion5,OICRegion1,OICRegion2,OICRegion3,OICRegion4,Countdown.and.COIA.75.Priority.Countries,ECAAfrica,AURegion1,AURegion2,AURECRegion1,AURECRegion2,AURECRegion3,AURECRegion4,AURECRegion5,AURECRegion6,FragileCountries2013,FragileCountries2014,FragileCountries2015,FragileCountries2017,FragileCountries2018,FragileCountries2018OECD1,FragileCountries2018OECD2,FragileCountries2019,FragileCountries2022OECD1,FragileCountries2022OECD2,FCSCountries1,FCSCountries2,USAIDcountry,M49Region1,M49Region2,M49Region3,SDGSimpleRegion1,SDGSimpleRegion2,SDGSimpleRegion3,SDGSimpleRegion4,SDGSimpleRegion5,SDGSimpleRegion6,SDGRegion1,SDGRegion2,SDGRegion3,SDGRegion4,SDGRegion5,SDGRegion6,HAC2020,HAC2019,GlobalStrategy,Conflict,UNICEFReportRegion1,UNICEFReportRegion2,Wealthdata1,Wealthdata2,Wealthdata3,WealthdataGlobal,Wealthall1,Wealthall2,Wealthall3,WealthallGlobal,UNRegion,AfricanEconomicCommunity,GAVICountries,SPhumanitarian,SPhighburden,JHUFragile2021,LiST_UNICEFProg,LiST_UNICEFRep,LiST_all,ListSBRESCAP,ListSBR,EAPRORegion1,EAPRORegion2,EAPRORegion3,EAPRORegion4,EAPRORegion5,EAPRORegion6,EAPRORegion7,EAPRORegion8,EAPRORegion9,EECA,SDGRCRegion1,SDGRCRegion2,SDGRCRegion3,SDGRCRegion4,SDGRCRegion5,SDGRCRegion6,SDGRCRegion7,SDGRCRegion8,SDGRCRegion9,SDGRCRegion10,SDGRCRegion11,SDGRCRegion12,SDGRCRegion13,SDGRCRegion14,SDGRCRegion15,SDGRCRegion16,SDGRCRegion17,SDGRCRegion18,SDGRCRegion19,SDGRCRegion20,SDGRCRegion21,SDGRCRegion22,SDGRCRegion23,SDGRCRegion24,SDGRCRegion25,SDGRCRegion26,SDGRCRegion27,SDGRCRegion28,SDGRCRegion29,SDGRCRegion30,SDGRCRegion31,SDGRCRegion32,SDGRCRegion33,UNICEFReportRegion
Turkey,Türkiye,144,TUR,792,TUR,Western Asia,Western Asia,"","","","",Europe and Central Asia,Programme countries,"","",Europe,Europe and Central Asia,Europe and Central Asia (excluding high-income),Middle income,Upper middle income,Low and middle income,Asia,"",Excluding least developed countries,Excluding China,OIC,Asia/other,OIC Upper middle income,OIC Middle income,"","","","","","","","","","",Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,"",Non-fragile,Non-fragile,"",non-FCS,"","",Asia,Western Asia,"",Northern Africa and Western Asia,Western Asia,"","","","",Northern Africa and Western Asia,Asia,Western Asia,"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)","","",HAC,HAC,"",Non conflict,Europe and Central Asia,Eastern Europe and Central Asia,Europe and Central Asia,Eastern Europe and Central Asia,Upper middle income,Low and middle income,Europe and Central Asia,Eastern Europe and Central Asia,Upper middle income,Low and middle income,Western European and Others Group (WEOG),"","",Non-humanitarian,Non-high burden,"",Europe and Central Asia,Eastern Europe and Central Asia,LiST,LiSTSBR,LiSTSBR,"","","","","","","","","",EECA,"",ECE_All countries,"","","","","",ESCAP_ECO (ECO),"","",ESCAP_South and South-West Asia (SSWA),ESCAP_All countries,"","","","","","","","","","","","","","","",ESCAP_WB Upper Middle Income Economies,"","","","","",Eastern Europe and Central Asia
Tuvalu,Tuvalu,89,TUV,798,TUV,Oceania,Oceania,"",Least developed countries,"",SIDS,East Asia and Pacific,Programme countries,"","",Western Pacific,East Asia and Pacific,East Asia and Pacific (excluding high-income),Middle income,Upper middle income,Low and middle income,Oceania,"",Least developed countries,Excluding China,"","","","","","","","","","","","","","",Fragile,Fragile,Fragile,Fragile,Fragile,Non-fragile,"",Fragile,Non-fragile,"",Fragile and Conflict-affected Situation,Institutional and Social Fragility,"",Oceania,Polynesia,"",Oceania,Oceania (exc. Australia and New Zealand),Least developed countries,Small island developing States,South-Eastern Asia and Oceania (exc. Australia and New Zealand),"",Oceania (exc. Australia and New Zealand),Oceania,Polynesia,Oceania,Least Developed Countries (LDCs),Small island developing States (SIDS),"","","",Non conflict,East Asia and Pacific,"",East Asia and Pacific,"",Upper middle income,Low and middle income,East Asia and Pacific,"",Upper middle income,Low and middle income,Asia-Pacific Group,"","",Non-humanitarian,Non-high burden,Fragile,"","","","","",EAPR Program Countries,EAPR Program Countries (excluding China),Pacific Program Countries,Pacific Program Countries (excluding PNG),EAPR Countries,EAPR Countries (excluding China),Pacific Countries,Pacific Countries (excluding PNG),"","","","","","","","",ESCAP_Pacific island developing economies (PIDE),"",ESCAP_LDC (LDC_E),"",ESCAP_PACIFIC (PAC),ESCAP_All countries,"","","","","","","","","","","","","",ESCAP_Countries with Special Needs,ESCAP_Small Islands Developing States,ESCAP_WB Upper Middle Income Economies,"","","","","",East Asia and Pacific
Tanzania,United Republic of Tanzania,12,TZA,834,TNZ,Sub-Saharan Africa,Sub-Saharan Africa,Eastern Africa,Least developed countries,"","",Eastern and Southern Africa,Programme countries,"","",Africa,Sub-Saharan Africa,Sub-Saharan Africa (excluding high-income),Middle income,Lower middle income,Low and middle income,Africa,Sub-Saharan Africa,Least developed countries,Excluding China,"","","","",Countdown,Eastern Africa,Africa,Eastern Africa,East African Community (EAC),"","","",Southern African Development Community (SADC),"",Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Fragile,Other Fragile,Non-fragile,Fragile,Other fragile,non-FCS,"",USAID,Africa,Eastern Africa,"",Sub-Saharan Africa,"",Least developed countries,"","","",Sub-Saharan Africa,Sub-Saharan Africa,Eastern Africa,Sub-Saharan Africa (inc. Sudan),Least Developed Countries (LDCs),"","","",Global Strategy,Non conflict,Sub-Saharan Africa,Eastern and Southern Africa,Sub-Saharan Africa,Eastern and Southern Africa,Lower middle income,Low and middle income,Sub-Saharan Africa,Eastern and Southern Africa,Lower middle income,Low and middle income,African Group,"",GAVI,Non-humanitarian,High burden,"",Eastern and Southern Africa,Eastern and Southern Africa,LiST,"",LiSTSBR,"","","","","","","","","","",ECA_Eastern Africa,ECA_All countries,"","","","","","","","","",ESCAP_Africa (AFR),ECA_African Union Commission,"",ECA_SADC,ECA_EAC,"","","",ECA_Non-Oil Producing,ECA_Least developed countries,ECA_Mineral-rich countries,ECA_Non-Oil LDCs,"",ECA_Sub-Saharan Africa,"","","","","","","","",Eastern and Southern Africa
Uganda,Uganda,13,UGA,800,UGD,Sub-Saharan Africa,Sub-Saharan Africa,Eastern Africa,Least developed countries,"",LLDC,Eastern and Southern Africa,Programme countries,"","",Africa,Sub-Saharan Africa,Sub-Saharan Africa (excluding high-income),Low income,Low income,Low and middle income,Africa,Sub-Saharan Africa,Least developed countries,Excluding China,OIC,Africa,OIC Low income,"",Countdown,Eastern Africa,Africa,Eastern Africa,East African Community (EAC),Common Market for Eastern and Southern Africa (COMESA),"",Intergovernmental Authority on Development (IGAD),"","",Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Fragile,Other Fragile,Non-fragile,Fragile,Other fragile,non-FCS,"",USAID,Africa,Eastern Africa,"",Sub-Saharan Africa,"",Least developed countries,Landlocked developing countries,"","",Sub-Saharan Africa,Sub-Saharan Africa,Eastern Africa,Sub-Saharan Africa (inc. Sudan),Least Developed Countries (LDCs),Landlocked developing countries (LLDCs),"","",Global Strategy,Non conflict,Sub-Saharan Africa,Eastern and Southern Africa,Sub-Saharan Africa,Eastern and Southern Africa,Low income,Low and middle income,Sub-Saharan Africa,Eastern and Southern Africa,Low income,Low and middle income,African Group,"",GAVI,Non-humanitarian,High burden,"",Eastern and Southern Africa,Eastern and Southern Africa,LiST,"",LiSTSBR,"","","","","","","","","","",ECA_Eastern Africa,ECA_All countries,"","","","","","","","","",ESCAP_Africa (AFR),ECA_African Union Commission,ECA_IGAD,"",ECA_EAC,ECA_COMESA,ECA_Land-locked countries,ECA_Land-locked LDCs,ECA_Non-Oil Producing,ECA_Least developed countries,"",ECA_Non-Oil LDCs,"",ECA_Sub-Saharan Africa,"","","","","","","","",Eastern and Southern Africa
Ukraine,Ukraine,155,UKR,804,UKR,"","","","","","",Europe and Central Asia,Programme countries,"","",Europe,Europe and Central Asia,Europe and Central Asia (excluding high-income),Middle income,Upper middle income,Low and middle income,Europe,"","","","","","","","","","","","","","","","","",Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,"",Non-fragile,Non-fragile,"",Fragile and Conflict-affected Situation,Conflict,"",Europe,Eastern Europe,"",Europe and Northern America,Europe,"","","Europe, Northern America, Australia and New Zealand","Australia and New Zealand, Central Asia, Europe and North America",Europe and Northern America,Europe,Eastern Europe,"","","",HAC,HAC,"",Conflict,Europe and Central Asia,Eastern Europe and Central Asia,Europe and Central Asia,Eastern Europe and Central Asia,Upper middle income,Low and middle income,Europe and Central Asia,Eastern Europe and Central Asia,Upper middle income,Low and middle income,Eastern European Group,"","",Humanitarian,Non-high burden,"",Europe and Central Asia,Eastern Europe and Central Asia,LiST,"",LiSTSBR,"","","","","","","","","",EECA,"",ECE_All countries,"ECE_Eastern Europe, Caucasus and Central Asia (CIS)",ECE_CIS (CWG),"","","","","","","",ESCAP_Europe (Europe),"","","","","","","","","","","","","","","","","","","","","",Eastern Europe and Central Asia
Uruguay,Uruguay,135,URY,858,URG,Latin America and the Caribbean,Latin America and the Caribbean,"","",Latin America,"",Latin America and Caribbean,Programme countries,"","",Americas,Latin America and the Caribbean,"",High income,High income,"",Latin America and the Caribbean,"",Excluding least developed countries,Excluding China,"","","","","","","","","","","","","","","","","","","",Non-fragile,"","",Non-fragile,"",non-FCS,"","",Americas,Latin America and the Caribbean,South America,Latin America and the Caribbean,"","","","","",Latin America and the Caribbean,Latin America and the Caribbean,South America,Latin America and the Caribbean,"","","","","",Non conflict,Latin America and Caribbean,"","","","","","","","","",Latin American and Caribbean Group (GRULAC),"","",Non-humanitarian,Non-high burden,"","","","","","","","","","","","","","","","","",ECLAC_All countries,"","","",ECLAC_Latin America,"","","","","",ESCAP_Latin America (LAC),"","","","","","","","","","","","","","","","","","","","","",Latin America and Caribbean
United States of America,United States,195,USA,840,USA,"","","","","","",Non-programme countries,"","","",Americas,North America,"",High income,High income,"",Northern America,"","","","","","","","","","","","","","","","","","","","","","",Non-fragile,"","",Non-fragile,"",non-FCS,"","",Americas,Northern America,"",Europe and Northern America,Northern America,"","","Europe, Northern America, Australia and New Zealand","Australia and New Zealand, Central Asia, Europe and North America",Europe and Northern America,Northern America,Northern America,"","","","","","","",North America,"","","","","","","","","",Western European and Others Group (WEOG),"","",Non-humanitarian,Non-high burden,"","","","","","","","","","","","","","","","","",ECE_All countries,"","","","","","","","","",ESCAP_North America (NAM),"","","","","","","","","","","","","","","","","","","","","",North America
Uzbekistan,Uzbekistan,145,UZB,860,UZB,Caucasus and Central Asia,Caucasus and Central Asia,"","","",LLDC,Europe and Central Asia,Programme countries,"","",Europe,Europe and Central Asia,Europe and Central Asia (excluding high-income),Middle income,Lower middle income,Low and middle income,Asia,"",Excluding least developed countries,Excluding China,OIC,Asia/other,OIC Lower middle income,OIC Middle income,Countdown,"","","","","","","","","",Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,"",Non-fragile,Non-fragile,"",non-FCS,"","",Asia,Central Asia,"",Central and Southern Asia,Central Asia,"",Landlocked developing countries,"","Australia and New Zealand, Central Asia, Europe and North America",Central and Southern Asia,Asia,Central Asia,Caucasus and Central Asia,"",Landlocked developing countries (LLDCs),"","",Global Strategy,Non conflict,Europe and Central Asia,Eastern Europe and Central Asia,Europe and Central Asia,Eastern Europe and Central Asia,Lower middle income,Low and middle income,Europe and Central Asia,Eastern Europe and Central Asia,Lower middle income,Low and middle income,Asia-Pacific Group,"",GAVI,Non-humanitarian,Non-high burden,"",Europe and Central Asia,Eastern Europe and Central Asia,LiST,LiSTSBR,LiSTSBR,"","","","","","","","","",EECA,"",ECE_All countries,"ECE_Eastern Europe, Caucasus and Central Asia (CIS)",ECE_CIS (CWG),"","","",ESCAP_ECO (ECO),"",ESCAP_LLDC (LLDC_E),ESCAP_North and Central Asia (NCA),ESCAP_All countries,"","","","","","","","","","","","","",ESCAP_Countries with Special Needs,"",ESCAP_WB Lower Middle Income Economies,"","","","","",Eastern Europe and Central Asia
St Vincent & the Grenadines,Saint Vincent and the Grenadines,132,VCT,670,STV,Latin America and the Caribbean,Latin America and the Caribbean,"","",Caribbean,SIDS,Latin America and Caribbean,Programme countries,"",Eastern Caribbean Area,Americas,Latin America and the Caribbean,Latin America and the Caribbean (excluding high-income),Middle income,Upper middle income,Low and middle income,Latin America and the Caribbean,"",Excluding least developed countries,Excluding China,"","","","","","","","","","","","","","",Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,"",Non-fragile,Non-fragile,"",non-FCS,"","",Americas,Latin America and the Caribbean,Caribbean,Latin America and the Caribbean,"","",Small island developing States,"","",Latin America and the Caribbean,Latin America and the Caribbean,Caribbean,Latin America and the Caribbean,"",Small island developing States (SIDS),"","","",Non conflict,Latin America and Caribbean,"","","","","",Latin America and Caribbean,"",Upper middle income,Low and middle income,Latin American and Caribbean Group (GRULAC),"","",Non-humanitarian,Non-high burden,"","","","","","","","","","","","","","","","","",ECLAC_All countries,"","","",ECLAC_Carribean,"","","","","",ESCAP_Latin America (LAC),"","","","","","","","","","","","","","","","","","","","","",Latin America and Caribbean
Venezuela,Venezuela (Bolivarian Republic of),136,VEN,862,VNZ,Latin America and the Caribbean,Latin America and the Caribbean,"","",Latin America,"",Latin America and Caribbean,Programme countries,"","",Americas,Latin America and the Caribbean,"","","","",Latin America and the Caribbean,"",Excluding least developed countries,Excluding China,"","","","",Countdown,"","","","","","","","","",Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Fragile,Other Fragile,Fragile,Fragile,Other fragile,Fragile and Conflict-affected Situation,Institutional and Social Fragility,"",Americas,Latin America and the Caribbean,South America,Latin America and the Caribbean,"","","","","",Latin America and the Caribbean,Latin America and the Caribbean,South America,Latin America and the Caribbean,"","","","","",Non conflict,Latin America and Caribbean,"","","","","","","","","",Latin American and Caribbean Group (GRULAC),"","",Humanitarian,High burden,Fragile,Latin America and the Caribbean,Latin America and Caribbean,LiST,"",LiSTSBR,"","","","","","","","","","","",ECLAC_All countries,"","","",ECLAC_Latin America,"","","","","",ESCAP_Latin America (LAC),"","","","","","","","","","","","","","","","","","","","","",Latin America and Caribbean
British Virgin Islands,British Virgin Islands,92,VGB,92,VGB,"","","","","","",Latin America and Caribbean,Programme countries,"","",Americas,Latin America and the Caribbean,"",High income,High income,"",Latin America and the Caribbean,"",Excluding least developed countries,Excluding China,"","","","","","","","","","","","","","","","","","","","","","",Non-fragile,"",non-FCS,"","",Americas,Latin America and the Caribbean,Caribbean,Latin America and the Caribbean,"","",Small island developing States,"","",Latin America and the Caribbean,Latin America and the Caribbean,Caribbean,Latin America and the Caribbean,"",Small island developing States (SIDS),"","","","",Latin America and Caribbean,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",ECLAC_All countries,"","","",ECLAC_Carribean,"","","","","",ESCAP_Latin America (LAC),"","","","","","","","","","","","","","","","","","","","","",Latin America and Caribbean
Vietnam,Viet Nam,102,VNM,704,SVN,South-eastern Asia,South-eastern Asia,"","","","",East Asia and Pacific,Programme countries,"","",Western Pacific,East Asia and Pacific,East Asia and Pacific (excluding high-income),Middle income,Lower middle income,Low and middle income,Asia,"",Excluding least developed countries,Excluding China,"","","","","","","","","","","","","","",Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,"",Non-fragile,Non-fragile,"",non-FCS,"","",Asia,South-Eastern Asia,"",Eastern and South-Eastern Asia,South-Eastern Asia,"","",South-Eastern Asia and Oceania (exc. Australia and New Zealand),"",Eastern and South-Eastern Asia,Asia,South-Eastern Asia,South-Eastern Asia,"","","","",Global Strategy,Non conflict,East Asia and Pacific,"",East Asia and Pacific,"",Lower middle income,Low and middle income,East Asia and Pacific,"",Lower middle income,Low and middle income,Asia-Pacific Group,"",GAVI,Non-humanitarian,Non-high burden,"",East Asia and Pacific,East Asia and Pacific,LiST,LiSTSBR,LiSTSBR,EAPR Program Countries,EAPR Program Countries (excluding China),"","",EAPR Countries,EAPR Countries (excluding China),"","",ASEAN Countries,"","","","","","","",ESCAP_ASEAN (ASEAN),"","","",ESCAP_South-East Asia (SEA),ESCAP_All countries,"","","","","","","","","","","","","","","",ESCAP_WB Lower Middle Income Economies,"","","","","",East Asia and Pacific
Vanuatu,Vanuatu,90,VUT,548,VAN,Oceania,Oceania,"","","",SIDS,East Asia and Pacific,Programme countries,"","",Western Pacific,East Asia and Pacific,East Asia and Pacific (excluding high-income),Middle income,Lower middle income,Low and middle income,Oceania,"","",Excluding China,"","","","","","","","","","","","","","",Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,"",Non-fragile,Non-fragile,"",non-FCS,"","",Oceania,Melanesia,"",Oceania,Oceania (exc. Australia and New Zealand),"",Small island developing States,South-Eastern Asia and Oceania (exc. Australia and New Zealand),"",Oceania (exc. Australia and New Zealand),Oceania,Melanesia,Oceania,"",Small island developing States (SIDS),"","","",Non conflict,East Asia and Pacific,"",East Asia and Pacific,"",Lower middle income,Low and middle income,East Asia and Pacific,"",Lower middle income,Low and middle income,Asia-Pacific Group,"","",Non-humanitarian,Non-high burden,"",East Asia and Pacific,East Asia and Pacific,LiST,LiSTSBR,LiSTSBR,EAPR Program Countries,EAPR Program Countries (excluding China),Pacific Program Countries,Pacific Program Countries (excluding PNG),EAPR Countries,EAPR Countries (excluding China),Pacific Countries,Pacific Countries (excluding PNG),"","","","","","","","",ESCAP_Pacific island developing economies (PIDE),"","","",ESCAP_PACIFIC (PAC),ESCAP_All countries,"","","","","","","","","","","","","",ESCAP_Countries with Special Needs,ESCAP_Small Islands Developing States,ESCAP_WB Lower Middle Income Economies,"","","","","",East Asia and Pacific
Samoa,Samoa,91,WSM,882,WTS,Oceania,Oceania,"","","",SIDS,East Asia and Pacific,Programme countries,"","",Western Pacific,East Asia and Pacific,East Asia and Pacific (excluding high-income),Middle income,Upper middle income,Low and middle income,Oceania,"",Excluding least developed countries,Excluding China,"","","","","","","","","","","","","","",Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,"",Non-fragile,Non-fragile,"",non-FCS,"","",Oceania,Polynesia,"",Oceania,Oceania (exc. Australia and New Zealand),"",Small island developing States,South-Eastern Asia and Oceania (exc. Australia and New Zealand),"",Oceania (exc. Australia and New Zealand),Oceania,Polynesia,Oceania,"",Small island developing States (SIDS),"","","",Non conflict,East Asia and Pacific,"",East Asia and Pacific,"",Lower middle income,Low and middle income,East Asia and Pacific,"",Lower middle income,Low and middle income,Asia-Pacific Group,"","",Non-humanitarian,Non-high burden,"",East Asia and Pacific,East Asia and Pacific,LiST,LiSTSBR,LiSTSBR,EAPR Program Countries,EAPR Program Countries (excluding China),Pacific Program Countries,Pacific Program Countries (excluding PNG),EAPR Countries,EAPR Countries (excluding China),Pacific Countries,Pacific Countries (excluding PNG),"","","","","","","","",ESCAP_Pacific island developing economies (PIDE),"","","",ESCAP_PACIFIC (PAC),ESCAP_All countries,"","","","","","","","","","","","","",ESCAP_Countries with Special Needs,ESCAP_Small Islands Developing States,ESCAP_WB Lower Middle Income Economies,"","","","","",East Asia and Pacific
